B_COUNTRY_,FIPS_ADMIN_banding,E_COUNTRY_,FIPS_ADMIN_Recov,Group_spec,Total
US,US10,MX,MX30,Sandpipers and Charadriidae,1
US,US10,NL,NL07,Sandpipers and Charadriidae,1
US,US10,NT,NT,Sandpipers and Charadriidae,7
US,US10,PE,PE15,Sandpipers and Charadriidae,1
US,US10,PE,PE20,Sandpipers and Charadriidae,1
US,US10,PE,PE11,Sandpipers and Charadriidae,1
US,US10,PO,PO17,Sandpipers and Charadriidae,1
US,US10,RQ,RQ,Sandpipers and Charadriidae,19
US,US10,RS,RS,Sandpipers and Charadriidae,1
US,US10,SB,SB,"Ducks, geese, and swans (Anatidae)",1
US,US10,SB,SB,Sandpipers and Charadriidae,1
US,US10,SC,SC,Sandpipers and Charadriidae,1
US,US10,ST,ST,Sandpipers and Charadriidae,3
US,US10,TD,TD,Sandpipers and Charadriidae,4
US,US10,TK,TK,Sandpipers and Charadriidae,7
US,US10,TP,TP02,"Ducks, geese, and swans (Anatidae)",14
US,US10,UK,UK,Sandpipers and Charadriidae,6
US,US10,US,US01,"Ducks, geese, and swans (Anatidae)",23
US,US10,US,US02,Sandpipers and Charadriidae,9
US,US10,US,US05,"Ducks, geese, and swans (Anatidae)",5
US,US10,US,US06,"Ducks, geese, and swans (Anatidae)",1
US,US10,US,US06,Sandpipers and Charadriidae,1
US,US10,US,US08,"Ducks, geese, and swans (Anatidae)",1
US,US10,US,US09,"Ducks, geese, and swans (Anatidae)",7
US,US10,US,US09,Sandpipers and Charadriidae,10
US,US10,US,US10,Cormorants and shags (Phalacrocoracidae),1
US,US10,US,US10,"Ducks, geese, and swans (Anatidae)",1442
US,US10,US,US10,Grebes (Podicipedidae),1
US,US10,US,US10,Sandpipers and Charadriidae,77
US,US10,US,US12,"Ducks, geese, and swans (Anatidae)",4
US,US10,US,US12,Herons (Ardeidae),2
US,US10,US,US12,Sandpipers and Charadriidae,16
US,US10,US,US13,"Ducks, geese, and swans (Anatidae)",66
US,US10,US,US13,Sandpipers and Charadriidae,3
US,US10,US,US15,Sandpipers and Charadriidae,4
US,US10,US,US17,"Ducks, geese, and swans (Anatidae)",11
US,US10,US,US18,"Ducks, geese, and swans (Anatidae)",3
US,US10,US,US19,"Ducks, geese, and swans (Anatidae)",5
US,US10,US,US21,"Ducks, geese, and swans (Anatidae)",4
US,US10,US,US22,"Ducks, geese, and swans (Anatidae)",2
US,US10,US,US22,Sandpipers and Charadriidae,1
US,US10,US,US23,"Ducks, geese, and swans (Anatidae)",19
US,US10,US,US23,Sandpipers and Charadriidae,4
US,US10,US,US24,"Ducks, geese, and swans (Anatidae)",293
US,US10,US,US24,Sandpipers and Charadriidae,6
US,US10,US,US25,"Ducks, geese, and swans (Anatidae)",8
US,US10,US,US25,Sandpipers and Charadriidae,9
US,US10,US,US26,"Ducks, geese, and swans (Anatidae)",23
US,US10,US,US27,"Ducks, geese, and swans (Anatidae)",29
US,US10,US,US28,"Ducks, geese, and swans (Anatidae)",11
US,US10,US,US29,"Ducks, geese, and swans (Anatidae)",1
US,US10,US,US33,"Ducks, geese, and swans (Anatidae)",9
US,US10,US,US34,"Ducks, geese, and swans (Anatidae)",242
US,US10,US,US34,Sandpipers and Charadriidae,87
US,US10,US,US36,"Ducks, geese, and swans (Anatidae)",107
US,US10,US,US36,Sandpipers and Charadriidae,18
US,US10,US,US37,"Ducks, geese, and swans (Anatidae)",213
US,US10,US,US37,Sandpipers and Charadriidae,3
US,US10,US,US38,"Ducks, geese, and swans (Anatidae)",12
US,US10,US,US39,"Ducks, geese, and swans (Anatidae)",13
US,US10,US,US42,"Ducks, geese, and swans (Anatidae)",122
US,US10,US,US44,"Ducks, geese, and swans (Anatidae)",1
US,US10,US,US44,Sandpipers and Charadriidae,9
US,US10,US,US45,"Ducks, geese, and swans (Anatidae)",129
US,US10,US,US45,Sandpipers and Charadriidae,1
US,US10,US,US46,"Ducks, geese, and swans (Anatidae)",6
US,US10,US,US47,"Ducks, geese, and swans (Anatidae)",5
US,US10,US,US50,"Ducks, geese, and swans (Anatidae)",870
US,US10,US,US50,Sandpipers and Charadriidae,1
US,US10,US,US51,"Ducks, geese, and swans (Anatidae)",137
US,US10,US,US51,Sandpipers and Charadriidae,2
US,US10,US,US54,"Ducks, geese, and swans (Anatidae)",2
US,US10,US,US55,"Ducks, geese, and swans (Anatidae)",41
US,US10,VE,VE10,Sandpipers and Charadriidae,2
US,US12,94,PM10,"Gulls, terns, and allies (Laridae)",1
US,US12,BB,BB,Sandpipers and Charadriidae,1
US,US12,BF,BF,"Ducks, geese, and swans (Anatidae)",1
US,US12,BF,BF,"Gulls, terns, and allies (Laridae)",1
US,US12,BH,BH02,"Gulls, terns, and allies (Laridae)",1
US,US12,BH,BH03,"Gulls, terns, and allies (Laridae)",2
US,US12,CA,CA01,"Ducks, geese, and swans (Anatidae)",17
US,US12,CA,CA03,"Ducks, geese, and swans (Anatidae)",59
US,US12,CA,CA04,"Ducks, geese, and swans (Anatidae)",2
US,US12,CA,CA05,"Ducks, geese, and swans (Anatidae)",1
US,US12,CA,CA05,Herons (Ardeidae),1
US,US12,CA,CA07,"Ducks, geese, and swans (Anatidae)",1
US,US12,CA,CA08,"Ducks, geese, and swans (Anatidae)",179
US,US12,CA,CA08,Herons (Ardeidae),3
US,US12,CA,CA09,"Ducks, geese, and swans (Anatidae)",1
US,US12,CA,CA10,"Ducks, geese, and swans (Anatidae)",25
US,US12,CA,CA11,"Ducks, geese, and swans (Anatidae)",36
US,US12,CA,CA12,"Ducks, geese, and swans (Anatidae)",1
US,US12,CA,CA13,"Ducks, geese, and swans (Anatidae)",2
US,US12,CO,CO11,"Gulls, terns, and allies (Laridae)",2
US,US12,CO,CO20,"Gulls, terns, and allies (Laridae)",1
US,US12,CO,GH09,"Gulls, terns, and allies (Laridae)",1
US,US12,CS,CS03,"Gulls, terns, and allies (Laridae)",2
US,US12,CS,CS07,"Gulls, terns, and allies (Laridae)",2
US,US12,CU,CU01,"Gulls, terns, and allies (Laridae)",2
US,US12,CU,CU01,Herons (Ardeidae),1
US,US12,CU,CU02,"Gulls, terns, and allies (Laridae)",2
US,US12,CU,CU03,"Gulls, terns, and allies (Laridae)",3
US,US12,CU,CU11,"Gulls, terns, and allies (Laridae)",5
US,US12,CU,CU14,"Gulls, terns, and allies (Laridae)",1
US,US12,CU,CU16,"Gulls, terns, and allies (Laridae)",1
US,US12,CU,GH09,"Gulls, terns, and allies (Laridae)",1
US,US12,CU,CU10,Herons (Ardeidae),1
US,US12,DR,DR05,Herons (Ardeidae),1
US,US12,EC,EC10,"Gulls, terns, and allies (Laridae)",1
US,US12,EC,EC14,"Gulls, terns, and allies (Laridae)",2
US,US12,ES,ES07,"Gulls, terns, and allies (Laridae)",1
US,US12,ES,ES13,"Gulls, terns, and allies (Laridae)",1
US,US12,FO,FO,Sandpipers and Charadriidae,1
US,US12,GH,GH09,"Ducks, geese, and swans (Anatidae)",1
US,US12,GT,GH09,"Gulls, terns, and allies (Laridae)",1
US,US12,GT,GT01,"Gulls, terns, and allies (Laridae)",1
US,US12,GT,GT09,"Gulls, terns, and allies (Laridae)",8
US,US12,GT,GT15,"Gulls, terns, and allies (Laridae)",2
US,US12,HO,HO01,"Gulls, terns, and allies (Laridae)",2
US,US12,HO,HO03,"Gulls, terns, and allies (Laridae)",1
US,US12,HO,HO06,"Gulls, terns, and allies (Laridae)",3
US,US12,JM,JM16,"Ducks, geese, and swans (Anatidae)",1
US,US12,MX,MX04,"Gulls, terns, and allies (Laridae)",1
US,US12,MX,MX31,"Ducks, geese, and swans (Anatidae)",1
US,US12,MX,MX31,"Gulls, terns, and allies (Laridae)",2
US,US12,NT,NT,Sandpipers and Charadriidae,1
US,US12,NU,NU03,"Gulls, terns, and allies (Laridae)",2
US,US12,NU,NU15,"Gulls, terns, and allies (Laridae)",1
US,US12,NU,NU16,"Gulls, terns, and allies (Laridae)",1
US,US12,PM,GH09,"Gulls, terns, and allies (Laridae)",2
US,US12,PM,PM01,"Gulls, terns, and allies (Laridae)",1
US,US12,PM,PM02,"Gulls, terns, and allies (Laridae)",1
US,US12,PM,PM04,"Gulls, terns, and allies (Laridae)",1
US,US12,PM,PM06,"Gulls, terns, and allies (Laridae)",1
US,US12,PM,PM07,"Gulls, terns, and allies (Laridae)",7
US,US12,PM,PM08,"Gulls, terns, and allies (Laridae)",4
US,US12,PM,PM10,"Gulls, terns, and allies (Laridae)",3
US,US12,TP,TP02,"Ducks, geese, and swans (Anatidae)",20
US,US12,US,GH09,"Gulls, terns, and allies (Laridae)",2
US,US12,US,US01,"Ducks, geese, and swans (Anatidae)",24
US,US12,US,US01,"Gulls, terns, and allies (Laridae)",2
US,US12,US,US02,"Ducks, geese, and swans (Anatidae)",3
US,US12,US,US02,Sandpipers and Charadriidae,1
US,US12,US,US05,"Ducks, geese, and swans (Anatidae)",5
US,US12,US,US05,Herons (Ardeidae),4
US,US12,US,US06,"Ducks, geese, and swans (Anatidae)",2
US,US12,US,US06,Herons (Ardeidae),1
US,US12,US,US06,Sandpipers and Charadriidae,4
US,US12,US,US10,"Ducks, geese, and swans (Anatidae)",2
US,US12,US,US12,"Ducks, geese, and swans (Anatidae)",1565
US,US12,US,US12,Grebes (Podicipedidae),7
US,US12,US,US12,"Gulls, terns, and allies (Laridae)",457
US,US12,US,US12,Herons (Ardeidae),46
US,US12,US,US12,Sandpipers and Charadriidae,2
US,US12,US,US13,"Ducks, geese, and swans (Anatidae)",119
US,US12,US,US13,"Gulls, terns, and allies (Laridae)",13
US,US12,US,US13,Herons (Ardeidae),1
US,US12,US,US16,"Ducks, geese, and swans (Anatidae)",1
US,US12,US,US17,"Ducks, geese, and swans (Anatidae)",58
US,US12,US,US18,"Ducks, geese, and swans (Anatidae)",15
US,US12,US,US18,Herons (Ardeidae),1
US,US12,US,US19,"Ducks, geese, and swans (Anatidae)",19
US,US12,US,US20,"Ducks, geese, and swans (Anatidae)",2
US,US12,US,US21,"Ducks, geese, and swans (Anatidae)",6
US,US12,US,US22,"Ducks, geese, and swans (Anatidae)",61
US,US12,US,US22,"Gulls, terns, and allies (Laridae)",2
US,US12,US,US22,Herons (Ardeidae),2
US,US12,US,US23,"Ducks, geese, and swans (Anatidae)",5
US,US12,US,US23,Herons (Ardeidae),1
US,US12,US,US24,"Ducks, geese, and swans (Anatidae)",39
US,US12,US,US25,"Ducks, geese, and swans (Anatidae)",1
US,US12,US,US26,"Ducks, geese, and swans (Anatidae)",117
US,US12,US,US26,Herons (Ardeidae),1
US,US12,US,US27,"Ducks, geese, and swans (Anatidae)",330
US,US12,US,US27,Herons (Ardeidae),1
US,US12,US,US28,"Ducks, geese, and swans (Anatidae)",13
US,US12,US,US28,"Gulls, terns, and allies (Laridae)",1
US,US12,US,US28,Herons (Ardeidae),3
US,US12,US,US29,"Ducks, geese, and swans (Anatidae)",17
US,US12,US,US31,"Ducks, geese, and swans (Anatidae)",2
US,US12,US,US34,"Ducks, geese, and swans (Anatidae)",3
US,US12,US,US34,Herons (Ardeidae),4
US,US12,US,US34,Sandpipers and Charadriidae,2
US,US12,US,US36,"Ducks, geese, and swans (Anatidae)",19
US,US12,US,US36,"Gulls, terns, and allies (Laridae)",1
US,US12,US,US36,Herons (Ardeidae),2
US,US12,US,US37,"Ducks, geese, and swans (Anatidae)",45
US,US12,US,US37,"Gulls, terns, and allies (Laridae)",5
US,US12,US,US37,Herons (Ardeidae),2
US,US12,US,US38,"Ducks, geese, and swans (Anatidae)",6
US,US12,US,US39,"Ducks, geese, and swans (Anatidae)",29
US,US12,US,US39,"Gulls, terns, and allies (Laridae)",2
US,US12,US,US39,Herons (Ardeidae),2
US,US12,US,US40,"Ducks, geese, and swans (Anatidae)",1
US,US12,US,US41,"Ducks, geese, and swans (Anatidae)",2
US,US12,US,US42,"Ducks, geese, and swans (Anatidae)",5
US,US12,US,US42,"Gulls, terns, and allies (Laridae)",1
US,US12,US,US45,"Ducks, geese, and swans (Anatidae)",39
US,US12,US,US45,"Gulls, terns, and allies (Laridae)",4
US,US12,US,US45,Herons (Ardeidae),3
US,US12,US,US46,"Ducks, geese, and swans (Anatidae)",4
US,US12,US,US47,"Ducks, geese, and swans (Anatidae)",20
US,US12,US,US48,"Ducks, geese, and swans (Anatidae)",10
US,US12,US,US48,Herons (Ardeidae),1
US,US12,US,US49,"Gulls, terns, and allies (Laridae)",2
US,US12,US,US50,"Ducks, geese, and swans (Anatidae)",2
US,US12,US,US51,"Ducks, geese, and swans (Anatidae)",49
US,US12,US,US51,Grebes (Podicipedidae),1
US,US12,US,US51,"Gulls, terns, and allies (Laridae)",1
US,US12,US,US53,"Ducks, geese, and swans (Anatidae)",1
US,US12,US,US54,"Ducks, geese, and swans (Anatidae)",10
US,US12,US,US55,"Ducks, geese, and swans (Anatidae)",182
US,US13,00,GH09,"Gulls, terns, and allies (Laridae)",1
US,US13,CA,CA01,"Ducks, geese, and swans (Anatidae)",4
US,US13,CA,CA03,"Ducks, geese, and swans (Anatidae)",25
US,US13,CA,CA04,"Ducks, geese, and swans (Anatidae)",4
US,US13,CA,CA05,"Ducks, geese, and swans (Anatidae)",1
US,US13,CA,CA07,"Ducks, geese, and swans (Anatidae)",1
US,US13,CA,CA08,"Ducks, geese, and swans (Anatidae)",84
US,US13,CA,CA08,Herons (Ardeidae),1
US,US13,CA,CA09,"Ducks, geese, and swans (Anatidae)",1
US,US13,CA,CA10,"Ducks, geese, and swans (Anatidae)",18
US,US13,CA,CA11,"Ducks, geese, and swans (Anatidae)",13
US,US13,GH,GH09,"Ducks, geese, and swans (Anatidae)",1
US,US13,RQ,RQ,Sandpipers and Charadriidae,1
US,US13,TP,TP02,"Ducks, geese, and swans (Anatidae)",18
US,US13,US,US01,"Ducks, geese, and swans (Anatidae)",58
US,US13,US,US02,"Ducks, geese, and swans (Anatidae)",1
US,US13,US,US05,"Ducks, geese, and swans (Anatidae)",19
US,US13,US,US05,Herons (Ardeidae),1
US,US13,US,US10,"Ducks, geese, and swans (Anatidae)",2
US,US13,US,US12,"Ducks, geese, and swans (Anatidae)",328
US,US13,US,US12,Herons (Ardeidae),1
US,US13,US,US13,"Ducks, geese, and swans (Anatidae)",311
US,US13,US,US13,"Gulls, terns, and allies (Laridae)",1
US,US13,US,US17,"Ducks, geese, and swans (Anatidae)",56
US,US13,US,US18,"Ducks, geese, and swans (Anatidae)",17
US,US13,US,US19,"Ducks, geese, and swans (Anatidae)",13
US,US13,US,US20,"Ducks, geese, and swans (Anatidae)",2
US,US13,US,US21,"Ducks, geese, and swans (Anatidae)",7
US,US13,US,US22,"Ducks, geese, and swans (Anatidae)",30
US,US13,US,US23,"Ducks, geese, and swans (Anatidae)",1
US,US13,US,US24,"Ducks, geese, and swans (Anatidae)",2
US,US13,US,US26,"Ducks, geese, and swans (Anatidae)",72
US,US13,US,US27,"Ducks, geese, and swans (Anatidae)",131
US,US13,US,US28,"Ducks, geese, and swans (Anatidae)",21
US,US13,US,US28,Herons (Ardeidae),2
US,US13,US,US29,"Ducks, geese, and swans (Anatidae)",14
US,US13,US,US31,"Ducks, geese, and swans (Anatidae)",1
US,US13,US,US34,"Ducks, geese, and swans (Anatidae)",1
US,US13,US,US34,"Gulls, terns, and allies (Laridae)",1
US,US13,US,US36,"Ducks, geese, and swans (Anatidae)",9
US,US13,US,US36,"Gulls, terns, and allies (Laridae)",1
US,US13,US,US37,"Ducks, geese, and swans (Anatidae)",16
US,US13,US,US38,"Ducks, geese, and swans (Anatidae)",9
US,US13,US,US39,"Ducks, geese, and swans (Anatidae)",19
US,US13,US,US40,"Ducks, geese, and swans (Anatidae)",1
US,US13,US,US41,"Ducks, geese, and swans (Anatidae)",1
US,US13,US,US42,"Ducks, geese, and swans (Anatidae)",4
US,US13,US,US45,"Ducks, geese, and swans (Anatidae)",77
US,US13,US,US46,"Ducks, geese, and swans (Anatidae)",6
US,US13,US,US47,"Ducks, geese, and swans (Anatidae)",22
US,US13,US,US48,"Ducks, geese, and swans (Anatidae)",1
US,US13,US,US48,Herons (Ardeidae),1
US,US13,US,US49,"Ducks, geese, and swans (Anatidae)",1
US,US13,US,US50,"Ducks, geese, and swans (Anatidae)",154
US,US13,US,US51,"Ducks, geese, and swans (Anatidae)",13
US,US13,US,US53,"Ducks, geese, and swans (Anatidae)",1
US,US13,US,US54,"Ducks, geese, and swans (Anatidae)",1
US,US13,US,US55,"Ducks, geese, and swans (Anatidae)",100
US,US15,NS,NS11,Sandpipers and Charadriidae,1
US,US15,RM,RM,Sandpipers and Charadriidae,1
US,US15,UK,UK,Sandpipers and Charadriidae,1
US,US15,US,US02,"Ducks, geese, and swans (Anatidae)",2
US,US15,US,US02,Sandpipers and Charadriidae,2
US,US15,US,US34,Sandpipers and Charadriidae,4
US,US16,CA,CA01,"Ducks, geese, and swans (Anatidae)",663
US,US16,CA,CA02,"Ducks, geese, and swans (Anatidae)",87
US,US16,CA,CA02,"Gulls, terns, and allies (Laridae)",1
US,US16,CA,CA03,"Ducks, geese, and swans (Anatidae)",6
US,US16,CA,CA08,"Ducks, geese, and swans (Anatidae)",2
US,US16,CA,CA11,"Ducks, geese, and swans (Anatidae)",87
US,US16,CA,CA12,"Ducks, geese, and swans (Anatidae)",2
US,US16,CA,CA13,"Ducks, geese, and swans (Anatidae)",8
US,US16,GH,GH09,"Ducks, geese, and swans (Anatidae)",7
US,US16,MX,MX02,"Ducks, geese, and swans (Anatidae)",7
US,US16,MX,MX02,Pelicans (Pelecanidae),1
US,US16,MX,MX03,"Ducks, geese, and swans (Anatidae)",4
US,US16,MX,MX03,Pelicans (Pelecanidae),3
US,US16,MX,MX06,"Ducks, geese, and swans (Anatidae)",4
US,US16,MX,MX06,Pelicans (Pelecanidae),5
US,US16,MX,MX10,"Ducks, geese, and swans (Anatidae)",3
US,US16,MX,MX14,"Ducks, geese, and swans (Anatidae)",2
US,US16,MX,MX14,Pelicans (Pelecanidae),4
US,US16,MX,MX15,"Ducks, geese, and swans (Anatidae)",2
US,US16,MX,MX15,Pelicans (Pelecanidae),3
US,US16,MX,MX18,"Ducks, geese, and swans (Anatidae)",2
US,US16,MX,MX18,Pelicans (Pelecanidae),1
US,US16,MX,MX19,"Ducks, geese, and swans (Anatidae)",1
US,US16,MX,MX25,"Ducks, geese, and swans (Anatidae)",12
US,US16,MX,MX25,Pelicans (Pelecanidae),1
US,US16,MX,MX26,"Ducks, geese, and swans (Anatidae)",26
US,US16,MX,MX26,"Gulls, terns, and allies (Laridae)",1
US,US16,MX,MX26,Pelicans (Pelecanidae),1
US,US16,MX,MX28,"Ducks, geese, and swans (Anatidae)",5
US,US16,MX,MX29,"Ducks, geese, and swans (Anatidae)",1
US,US16,RS,RS,"Ducks, geese, and swans (Anatidae)",4
US,US16,TP,TP02,"Ducks, geese, and swans (Anatidae)",107
US,US16,US,GH09,"Gulls, terns, and allies (Laridae)",1
US,US16,US,US01,"Ducks, geese, and swans (Anatidae)",3
US,US16,US,US02,"Ducks, geese, and swans (Anatidae)",30
US,US16,US,US02,Raptors,1
US,US16,US,US04,"Ducks, geese, and swans (Anatidae)",62
US,US16,US,US04,Pelicans (Pelecanidae),12
US,US16,US,US05,"Ducks, geese, and swans (Anatidae)",24
US,US16,US,US06,Cormorants and shags (Phalacrocoracidae),1
US,US16,US,US06,"Ducks, geese, and swans (Anatidae)",1082
US,US16,US,US06,"Gulls, terns, and allies (Laridae)",5
US,US16,US,US06,Pelicans (Pelecanidae),168
US,US16,US,US08,Cormorants and shags (Phalacrocoracidae),1
US,US16,US,US08,"Ducks, geese, and swans (Anatidae)",122
US,US16,US,US08,Pelicans (Pelecanidae),5
US,US16,US,US09,"Ducks, geese, and swans (Anatidae)",1
US,US16,US,US10,"Ducks, geese, and swans (Anatidae)",1
US,US16,US,US13,Pelicans (Pelecanidae),1
US,US16,US,US16,Cormorants and shags (Phalacrocoracidae),3
US,US16,US,US16,"Ducks, geese, and swans (Anatidae)",7210
US,US16,US,US16,Grebes (Podicipedidae),1
US,US16,US,US16,"Gulls, terns, and allies (Laridae)",4
US,US16,US,US16,Pelicans (Pelecanidae),35
US,US16,US,US17,"Ducks, geese, and swans (Anatidae)",4
US,US16,US,US18,"Ducks, geese, and swans (Anatidae)",1
US,US16,US,US19,"Ducks, geese, and swans (Anatidae)",3
US,US16,US,US19,Pelicans (Pelecanidae),1
US,US16,US,US20,"Ducks, geese, and swans (Anatidae)",17
US,US16,US,US20,Pelicans (Pelecanidae),1
US,US16,US,US21,"Ducks, geese, and swans (Anatidae)",1
US,US16,US,US22,"Ducks, geese, and swans (Anatidae)",15
US,US16,US,US24,"Ducks, geese, and swans (Anatidae)",2
US,US16,US,US26,"Ducks, geese, and swans (Anatidae)",3
US,US16,US,US27,"Ducks, geese, and swans (Anatidae)",9
US,US16,US,US28,"Ducks, geese, and swans (Anatidae)",3
US,US16,US,US28,Pelicans (Pelecanidae),5
US,US16,US,US29,"Ducks, geese, and swans (Anatidae)",11
US,US16,US,US30,"Ducks, geese, and swans (Anatidae)",338
US,US16,US,US30,Pelicans (Pelecanidae),10
US,US16,US,US31,"Ducks, geese, and swans (Anatidae)",32
US,US16,US,US31,Pelicans (Pelecanidae),2
US,US16,US,US32,"Ducks, geese, and swans (Anatidae)",110
US,US16,US,US32,Pelicans (Pelecanidae),5
US,US16,US,US35,"Ducks, geese, and swans (Anatidae)",49
US,US16,US,US35,Pelicans (Pelecanidae),2
US,US16,US,US36,"Ducks, geese, and swans (Anatidae)",1
US,US16,US,US38,"Ducks, geese, and swans (Anatidae)",10
US,US16,US,US39,"Ducks, geese, and swans (Anatidae)",2
US,US16,US,US40,"Ducks, geese, and swans (Anatidae)",22
US,US16,US,US40,Pelicans (Pelecanidae),2
US,US16,US,US41,"Ducks, geese, and swans (Anatidae)",756
US,US16,US,US41,Pelicans (Pelecanidae),6
US,US16,US,US45,"Ducks, geese, and swans (Anatidae)",1
US,US16,US,US46,"Ducks, geese, and swans (Anatidae)",12
US,US16,US,US47,"Ducks, geese, and swans (Anatidae)",1
US,US16,US,US48,"Ducks, geese, and swans (Anatidae)",91
US,US16,US,US48,Pelicans (Pelecanidae),16
US,US16,US,US49,"Ducks, geese, and swans (Anatidae)",696
US,US16,US,US49,Pelicans (Pelecanidae),28
US,US16,US,US50,"Ducks, geese, and swans (Anatidae)",4621
US,US16,US,US51,"Ducks, geese, and swans (Anatidae)",1
US,US16,US,US53,Cormorants and shags (Phalacrocoracidae),4
US,US16,US,US53,"Ducks, geese, and swans (Anatidae)",1185
US,US16,US,US53,"Gulls, terns, and allies (Laridae)",1
US,US16,US,US54,"Ducks, geese, and swans (Anatidae)",1
US,US16,US,US55,"Ducks, geese, and swans (Anatidae)",1
US,US16,US,US56,"Ducks, geese, and swans (Anatidae)",105
US,US16,US,US56,Pelicans (Pelecanidae),5
US,US17,BF,BF,"Ducks, geese, and swans (Anatidae)",1
US,US17,CA,CA01,"Ducks, geese, and swans (Anatidae)",187
US,US17,CA,CA02,"Ducks, geese, and swans (Anatidae)",3
US,US17,CA,CA03,"Ducks, geese, and swans (Anatidae)",814
US,US17,CA,CA08,"Ducks, geese, and swans (Anatidae)",287
US,US17,CA,CA10,"Ducks, geese, and swans (Anatidae)",21
US,US17,CA,CA11,"Ducks, geese, and swans (Anatidae)",747
US,US17,CA,CA12,"Ducks, geese, and swans (Anatidae)",2
US,US17,CA,CA13,"Ducks, geese, and swans (Anatidae)",13
US,US17,CU,CU01,"Ducks, geese, and swans (Anatidae)",1
US,US17,GH,GH09,"Ducks, geese, and swans (Anatidae)",8
US,US17,GT,GT11,"Ducks, geese, and swans (Anatidae)",1
US,US17,HO,HO06,"Ducks, geese, and swans (Anatidae)",2
